issue_id,author,created_on,notes
216,David Taht,2011-08-10 21:55:20.315693,"I note that txqueuelen of X is ok, when the station is in N mode.

It's when it's in G mode that this introduces tons more latency.

Perhaps a closer look at the mq qdisc is in order.

And I note that testing chrome appears to be in order.

---------- Forwarded message ----------
From: Andrew McGregor <andrewmcgr@gmail.com>
Date: Tue, Aug 9, 2011 at 11:48 PM
Subject: Re: Resend of patch [#195]
To: Dave Taht <dave.taht@gmail.com>


So, I kicked my txqueuelen up on the wireless interfaces to 100; I was
dropping too many packets coming back at me (mostly from Google sites
browsing with Chrome, so I presume the problem has to do with IW 10 on the
servers and SPDY in Chrome...)

On 10/08/2011, at 2:50 AM, Dave Taht wrote:

Excellent.

Can't convince ya to try cerowrt? :/

I am still not certain if my build ended up the same as yours.

On Tue, Aug 9, 2011 at 3:28 AM, Andrew McGregor <andrewmcgr@gmail.com>wrote:

> So, yes, I did read the book... interesting read.
>
> I've now put one of the new WNDR3700v2s into my home network, and put my
> openwrt build on it... and it rocks.  minstrel-ht with the recent tweaks
> really performs well.
>
> On 7/08/2011, at 2:31 PM, Dave Taht wrote:
>
> correction: did the tests with friday's build, with just nbd's patches,
> tickless, 1000hz, wirelessly, and nothing went boom. But losing ethernet is
> something of a problem. :)
>
> did you have a chance to read the book? I read scalzi... thx... I needed
> that.
>
> On Sat, Aug 6, 2011 at 8:29 PM, Dave Taht <dave.taht@gmail.com> wrote:
>
>> I also really wanted to know what your kernel config was, exactly, so I
>> can make sure the crazy-ass change to 1000HZ ticks and tickless was the
>> same. I set it up for server mode, rather than low latency desktop, and I do
>> think that proxies and otherstuff in user space might benefit more from even
>> lower latency....
>>
>> and I'm pretty sure at this point, that change is what is breaking
>> ag71xx's mdi serial probe for both of us, but, lacking data to confirm that,
>> it could be the kernel upgrade, or something else entirely.
>>
>> Aside from that problem, I ran the router through a boatload of tests with
>> thursday's build, and it held up.
>>
>>
>> On Sat, Aug 6, 2011 at 8:27 PM, Dave Taht <dave.taht@gmail.com> wrote:
>>
>>> Or, I'll do it... but... jeeze... reading over your patch now, by the
>>> time I'm done I could be downloading a build... :)
>>>
>>> root@huchra:~# write andrewm
>>> write: warning: write will appear from d
>>> yer on huchra
>>> slam it in the right dir
>>> and do a build
>>> batch
>>> make -j 8
>>> make
>>> CNTRL-D
>>>
>>> On Sat, Aug 6, 2011 at 8:24 PM, Andrew McGregor <andrewmcgr@gmail.com>wrote:
>>>
>>>> Oooops... Ok, I was patching the wrong thing.  I'll need to retest this,
>>>> but this patch should at least apply:
>>>>
>>>>
>>>>
>>>> On 7/08/2011, at 2:20 PM, Dave Taht wrote:
>>>>
>>>> incidentally, I work primarily out of nbd's git trees, I find that's a
>>>> lot easier than svn.
>>>>
>>>> The attached file is OUT OF DATE, but does point to git trees for
>>>> everything important...
>>>>
>>>>
>>>>
>>>> On Sat, Aug 6, 2011 at 8:06 PM, Dave Taht <dave.taht@gmail.com> wrote:
>>>>
>>>>> trick:
>>>>>
>>>>> make package/mac80211/{clean,compile,install} V=99
>>>>>
>>>>>
>>>>> On Sat, Aug 6, 2011 at 8:05 PM, Andrew McGregor <andrewmcgr@gmail.com>wrote:
>>>>>
>>>>>> So, I'm going to take a quick look at that
>>>>>>
>>>>>> On 7/08/2011, at 2:00 PM, Dave Taht wrote:
>>>>>>
>>>>>> Please note, normally I have enough brain cells to cope with stuff
>>>>>> like this, but was terribly burned out, and am only now beginning to feel
>>>>>> halfway normal - with at least 2 more hot tub sessions left in the day.
>>>>>>
>>>>>> and have 22 other bugs on my plate...
>>>>>>
>>>>>> that said, I shoulda locked you in the loft until after this
>>>>>> compiled... :)
>>>>>>
>>>>>>
>>>>>> Applying ./patches/580-ath9k_lowlatency.patch using plaintext:
>>>>>> patching file net/mac80211/rc80211_minstrel_ht.c
>>>>>> Hunk #1 FAILED at 487.
>>>>>> 1 out of 1 hunk FAILED -- saving rejects to file
>>>>>> net/mac80211/rc80211_minstrel_ht.c.rej
>>>>>> patching file drivers/net/wireless/ath/ath9k/ath9k.h
>>>>>> Hunk #1 succeeded at 120 with fuzz 2 (offset -4 lines).
>>>>>> Hunk #2 FAILED at 529.
>>>>>> 1 out of 2 hunks FAILED -- saving rejects to file
>>>>>> drivers/net/wireless/ath/ath9k/ath9k.h.rej
>>>>>> patching file drivers/net/wireless/ath/ath9k/xmit.c
>>>>>> Hunk #1 FAILED at 247.
>>>>>> Hunk #2 FAILED at 357.
>>>>>> Hunk #3 succeeded at 384 with fuzz 2 (offset 19 lines).
>>>>>> Hunk #4 FAILED at 447.
>>>>>> Hunk #5 succeeded at 650 (offset 22 lines).
>>>>>> 3 out of 5 hunks FAILED -- saving rejects to file
>>>>>> drivers/net/wireless/ath/ath9k/xmit.c.rej
>>>>>> Patch failed!  Please fix ./patches/580-ath9k_lowlatency.patch!
>>>>>> make[2]: ***
>>>>>> [/home/andrewm/src/cerowrt/build_dir/linux-ar71xx_generic/compat-wireless-2011-06-22/.prepared_cc7790f9a6fba8b991c06bfd7f50721f]
>>>>>> Error 1
>>>>>> make[2]: Leaving directory
>>>>>> `/home/andrewm/src/cerowrt/package/mac80211'
>>>>>> make[1]: *** [package/mac80211/compile] Error 2
>>>>>> make[1]: Leaving directory `/home/andrewm/src/cerowrt'
>>>>>> make: *** [package/mac80211/compile] Error 2
>>>>>>
>>>>>>
>>>>>> On Sat, Aug 6, 2011 at 7:54 PM, Dave Taht <dave.taht@gmail.com>wrote:
>>>>>>
>>>>>>> Hey, welcome to the ground! Or are you still in the air?
>>>>>>>
>>>>>>> I wish I could take a picture of where I am - listening to live
>>>>>>> music, in a campground, with my super duper SR71 antennas up, eating BBQ,
>>>>>>> watching two girls from santa cruz dance.
>>>>>>>
>>>>>>> Sometimes I REALLY like wireless technology.
>>>>>>>
>>>>>>> No, it was this patch that broke, I can send you the stuff on it in a
>>>>>>> minute.
>>>>>>>
>>>>>>> More importantly figuring out what broke ethernet is on my mind...
>>>>>>>
>>>>>>>
>>>>>>>
>>>>>>>
>>>>>>> On Sat, Aug 6, 2011 at 7:50 PM, Andrew McGregor <
>>>>>>> andrewmcgr@gmail.com> wrote:
>>>>>>>
>>>>>>>>  Which one?  The newest one, or the previous?  That was true of the
>>>>>>>> previous one, in the strange diff format.  The one I just attached again is
>>>>>>>> not, so far as I know.
>>>>>>>>
>>>>>>>>
>>>>>>>>
>>>>>>>>
>>>>>>>> On 7/08/2011, at 1:40 PM, Dave Taht wrote:
>>>>>>>>
>>>>>>>> Felix told me that your patch had 1/3 stuff he'd done already.
>>>>>>>>
>>>>>>>> ---------- Forwarded message ----------
>>>>>>>> From: Andrew McGregor <andrewmcgr@gmail.com>
>>>>>>>> Date: Fri, Aug 5, 2011 at 8:59 PM
>>>>>>>> Subject: Re: Resend of patch
>>>>>>>> To: Dave Taht <dave.taht@gmail.com>
>>>>>>>>
>>>>>>>>
>>>>>>>> I don't know if ethernet was working, I never checked.
>>>>>>>>
>>>>>>>> I was using 2.6.39.2 however, so I suspect an upstream change is
>>>>>>>> causing the patch to not apply.  It's not big, you could put it in by hand
>>>>>>>> easily enough.  The last chunk you could also change the other case in that
>>>>>>>> if statement to something smaller, although that won't happen on a WNDR3700
>>>>>>>>
>>>>>>>> About to get on a plane to NZ, so I'll be out of circulation for
>>>>>>>> around 36 hours.
>>>>>>>>
>>>>>>>> On 5/08/2011, at 6:25 PM, Dave Taht wrote:
>>>>>>>>
>>>>>>>> I pulled from 27917.
>>>>>>>>
>>>>>>>> I don't see any commits that could have caused this breakage, except
>>>>>>>> maybe that I'm building against 2.6.39.3, and may have differences in my
>>>>>>>> config file from yours that are important.
>>>>>>>>
>>>>>>>> could I encourage you to hop on huchra?
>>>>>>>>
>>>>>>>> Also I'm curious if YOUR ethernet build showed this:
>>>>>>>>
>>>>>>>> T
>>>>>>>> root@OpenWrt:~# dmesg | grep eth0
>>>>>>>> eth0: Atheros AG71xx at 0xb9000000, irq 4
>>>>>>>> eth0: unable to find MII bus on device 'rtl8366s'
>>>>>>>> eth0: Atheros AG71xx at 0xba000000, irq 5
>>>>>>>> eth0: unable to find MII bus on device 'rtl8366s'
>>>>>>>>
>>>>>>>> I thought I was building from the same .config as you with support
>>>>>>>> for the 1000hz and no_hz options - the above looks like a faster clock tick
>>>>>>>> problem to me... but you should have seen that too.
>>>>>>>>
>>>>>>>> So I can revert to 2.6.39.2, revert all that
>>>>>>>>
>>>>>>>> and/or restart from scratch from my patch set (Which only touches
>>>>>>>> one tiny bit of the eth driver and NOTHING of the wireless driver) But with
>>>>>>>> a little data perhaps that won't be neccessary.
>>>>>>>>
>>>>>>>> I'll stick around here a while longer, cleaning up, and getting a
>>>>>>>> router from thursday online...
>>>>>>>>
>>>>>>>>
>>>>>>>> After I get some sleep.
>>>>>>>> On Fri, Aug 5, 2011 at 7:00 PM, Andrew McGregor <
>>>>>>>> andrewmcgr@gmail.com> wrote:
>>>>>>>>
>>>>>>>>> Huh?  I generated it based on openwrt head r27912
>>>>>>>>>
>>>>>>>>> On 5/08/2011, at 5:01 PM, Dave Taht wrote:
>>>>>>>>>
>>>>>>>>> so this patch duplicates some, but not all, of what is now in
>>>>>>>>> openwrt head? It only partially applies.
>>>>>>>>>
>>>>>>>>> Ripping it out again, and going off to hopefully find the problem
>>>>>>>>> in the ethernet driver instead....
>>>>>>>>>
>>>>>>>>>
>>>>>>>>> On Fri, Aug 5, 2011 at 4:00 PM, Dave Taht <dave.taht@gmail.com>wrote:
>>>>>>>>>
>>>>>>>>>>
>>>>>>>>>>
>>>>>>>>>> ---------- Forwarded message ----------
>>>>>>>>>> From: Andrew McGregor <andrewmcgr@gmail.com>
>>>>>>>>>> Date: Fri, Aug 5, 2011 at 3:57 PM
>>>>>>>>>> Subject: Resend of patch
>>>>>>>>>> To: Dave Taht <dave.taht@gmail.com>
>>>>>>>>>>
>>>>>>>>>>
>>>>>>>>>> Ok, this patch applies on top of Felix' last set of changes, and
>>>>>>>>>> produces really spectacular results: about 2x better latency on 11n than
>>>>>>>>>> before we both started on it at basically no performance cost, and fairly
>>>>>>>>>> decent and consistent latency on 11g at a performance cost so small I can't
>>>>>>>>>> measure it.
>>>>>>>>>>
>>>>>>>>>> It may be worth fiddling a little more with the tunables, but this
>>>>>>>>>> is pretty good for now.
>>>>>>>>>>
>>>>>>>>>> (btw: drop this file in the packages/mac80211 directory)
>>>>>>>>>>
>>>>>>>>>>
>>>>>>>>>>
>>>>>>>>>>"
204,Dave Täht,2011-08-11 11:37:08.448515,"Part 1 of this - getting xinetd to run with the oom killer disabled... is done.

Part 2 is to get more stuff into inetd."
204,Dave Täht,2011-08-11 11:38:51.566506,"root@sinope:/proc# ps | grep xinetd
 3078 root      1208 S    xinetd
 3675 root      1640 S    grep xinetd
root@sinope:/proc# cd 3078/
root@sinope:/proc/3078# ls
auxv           exe            mem            oom_adj        stat
cmdline        fd             mountinfo      oom_score      statm
comm           fdinfo         mounts         oom_score_adj  status
cwd            limits         mountstats     personality    task
environ        maps           net            root           wchan
root@sinope:/proc/3078# cat oom_score_adj 
-1000
"
207,Dave Täht,2011-08-11 11:41:59.119504,"I'm going to write this one off as a problem elsewhere in the system.

Can't duplicate. Reverted back to the old dns method."
220,Dave Täht,2011-08-11 11:42:55.772684,I patched the kernel (1 line patch) to make tcp_low_latency the default
224,Dave Täht,2011-08-11 11:44:07.508219,"steve got dnssec-tools ported and they are in the rc5 build. Yea! What are they good for, again?"
121,Dave Täht,2011-08-11 11:44:43.867681,""
201,Dave Täht,2011-08-11 11:47:16.969972,"The ahcp package has been made manageable via the command line, so we're back in business for multiple interfaces for cerowrt 1.0. tested in the lab today. That said, coaxing the gui back in shape would be good for the next release."
204,Dave Täht,2011-08-11 22:05:38.820656,"Actually, the fix I put in place makes the parent process -1000, which is what we want.

But no matter what I try, it also makes all the child processes -1000.

Ripped patch out of build."
219,Dave Täht,2011-08-11 22:06:26.977631,"dropbear now runs out of inetd.

Also, sensors are configured on telnet and ftp attempts to the router."
186,Dave Täht,2011-08-11 23:19:23.633994,"Well, I'll carry this patch forward if I have to."
195,Yuri Bene,2011-08-12 11:08:18.975779,"Dave Täht wrote:
> OK, so the ethernet seems a great deal faster than it was, and I will start doing comprehensive testing vs the factory firmware by the weekend.

Is there an OpenWRT build containing the patch that I can try?"
224,Evan Hunt,2011-08-14 09:10:32.88789,"There's a bunch of stuff in dnssec-tools (some of which, AIUI, duplicates functionality already available in BIND 9).

The only bit I was interested in was libval, which has DNSSEC-validating versions of the get*by*() and get*info() functions.  https://www.dnssec-tools.org/wiki/index.php/Libval_and_libsres"
216,Jim Gettys,2011-08-14 09:28:38.617221,"David Taht wrote:
> I note that txqueuelen of X is ok, when the station is in N mode.
> 
> It's when it's in G mode that this introduces tons more latency.
> 
> Perhaps a closer look at the mq qdisc is in order.
> 
> And I note that testing chrome appears to be in order.
> 
> ---------- Forwarded message ----------
> From: Andrew McGregor <andrewmcgr@gmail.com>
> Date: Tue, Aug 9, 2011 at 11:48 PM
> Subject: Re: Resend of patch [#195]
> To: Dave Taht <dave.taht@gmail.com>
> 
> 
> So, I kicked my txqueuelen up on the wireless interfaces to 100; I was
> dropping too many packets coming back at me (mostly from Google sites
> browsing with Chrome, so I presume the problem has to do with IW 10 on the
> servers and SPDY in Chrome...)
> 
> 

Yes, this sounds like the insane IW 10 change.

I've just written that part of the bufferbloat paper, which writes the consequences of this change up into a decent form.  I should finally be posting it this week; will probably post to both the tcp changes wg and the HTTP wg..  Scott Bradner was kind enough to give me some feedback on that draft.

Would be nice to confirm this, of course, but it's about the amount of buffering use you get from first principles, so it seems likely.  The real disaster is when your output link happens to be going really slowly, of course...



"
224,Dave Täht,2011-08-16 15:21:01.338135,what I want is the NON dnssec validating versions of those functions! Not in there?
224,Evan Hunt,2011-08-16 15:45:34.340155,"Dave Täht wrote:
> what I want is the NON dnssec validating versions of those functions! Not in there?

No, what you want is the validating version.

The standard getaddrinfo() simply asks the resolver for an address.  The resolver attempts to validate the data, fails, and returns SERVFAIL; you get nothing.

The validating version (I believe it's called val_getaddrinfo()) takes responsibility for validation by itself.  It asks the resolver to provide the address data and associated DNSSEC data, warts and all, without validating it.  (In other words it sets the CD bit on  the query.)  Then it does its own validation.  What you get is the data requested, plus information about its validity, so you can decide for yourself whether to use the information or not.

Honestly, what you *really* want is a simple flag to getaddrinfo() to set the CD bit.  But val_getaddrinfo() is one way to get there without having to muck with glibc or whatever library getaddrinfo() lives in."
224,Dave Täht,2011-08-16 16:24:18.324646,"Well, getting this right is on my list for RC6 or RC7. But I'm buried at a conference all week."
113,Evan Hunt,2011-08-16 22:20:39.074971,"I've just had a serious headdesk moment.  There's a feature in rndc that I have somehow managed to go multiple years without ever noticing:

<pre>
rndc validation off
ntpd
sleep 1
rndc validation on
</pre>

Problem solved.

(Is that how you were already doing it?  I had the impression you were modifying the config file and running ""rndc reconfig"", which is obviously much more cumbersome than this method.)"
228,Jim Gettys,2011-08-17 06:51:49.478033,"Or we buy a cert up front for cerowrt (gw.home.lan) and throw it away after the password is set.  All we care about here is that the password changing be done on an encrypted channel.
"
229,Jim Gettys,2011-08-17 06:53:13.200048,"Is this script in the build?  Is it documented?  For people to put a router into service for real, they had better not have to renumber their networks; it's easier to fix a single router.
"
230,Dave Täht,2011-08-17 14:18:56.496864,nice catch. Used to work. Does vim still work?
230,Dave Täht,2011-08-17 14:19:09.775005,"you did an opkg update first?
"
230,Jim Gettys,2011-08-17 14:47:52.564867,"I think I did an update first, but it's hard to remember.

Sort of seems to me that the first time one ever uses opkg, it should just do an update to begin with...  I don't believe in causing it to be the user's bug...
"
231,Michael Graff,2011-08-18 00:21:09.685242,"Additional info. I reflashed and wiped configuration again. I managed to delete gw01 gw11 and ge01. I reinstalled the hurricane tunnel and put an unique /64 on each of gw00 gw10 se00 sw00 and sw10. 

Everything worked including from my phone. 

After using it for an hour or so, I started getting errors saying my net was broken. It came back briefly but now once again I cannot get a lease. 

This is somewhat reproducible at least...

I plan to take the box into ISC tomorrow to see if a clean network will help. 

--Michael (from an iPhone)


On Aug 17, 2011, at 20:25, cerowrt@lists.bufferbloat.net wrote:

> 
> Issue #231 has been reported by Michael Graff.
> 
> ----------------------------------------
> Bug #231: Identically configured wireless does not hand out DHCP leases
> https://www.bufferbloat.net/issues/231
> 
> Author: Michael Graff
> Status: New
> Priority: Normal
> Assignee: 
> Category: 
> Target version: 
> 
> 
> I have IPv4 and IPv6 configured for all of the sw00, se10, gw00, and gw10 interfaces.  The 2.4 Ghz public interface does not hand out IPv4 addresses to any clients.  The 2.4 Ghz closed network does not hand out DHCP leases to my iPhone but WILL to my Mac laptop.  The 5 Ghz hands out addresses to my mac.  (iPhone cannot speak 5 Ghz.)
> 
> Here is a packet capture from the 2.4 closed interface:
> 
> 02:51:06.559420 IP 0.0.0.0.68 > 255.255.255.255.67: BOOTP/DHCP, Request from 90:27:e4:52:d3:da, length 300
>    0x0000:  4500 0148 09f4 0000 ff11 b0b1 0000 0000  E..H............
>    0x0010:  ffff ffff 0044 0043 0134 bc2e 0101 0600  .....D.C.4......
>    0x0020:  ae23 3a30 003c 0000 0000 0000 0000 0000  .#:0.<..........
>    0x0030:  0000 0000 0000 0000 9027 e452 d3da 0000  .........'.R....
>    0x0040:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x0050:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x0060:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x0070:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x0080:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x0090:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x00a0:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x00b0:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x00c0:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x00d0:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x00e0:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x00f0:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x0100:  0000 0000 0000 0000 6382 5363 3501 0137  ........c.Sc5..7
>    0x0110:  0601 0306 0f77 fc39 0205 dc3d 0701 9027  .....w.9...=...'
>    0x0120:  e452 d3da 3304 0076 a700 ff00 0000 0000  .R..3..v........
>    0x0130:  0000 0000 0000 0000 0000 0000 0000 0000  ................
>    0x0140:  0000 0000 0000 0000                      ........
> 
> 
> 
>"
